name,horizon_min,split,model,train_samples,samples,target_blocked_pct,brier,brier_skill
Market Street,5,test,hour_of_week,239478,83578,12.163487999234249,0.10713829452503434,0.0
Market Street,5,test,persistence,239478,83578,12.163487999234249,0.08651798320132092,0.1924644350101653
Market Street,5,test,current_state_probability,239478,83578,12.163487999234249,0.0695988934141258,0.3503826645489204
Market Street,10,validation,hour_of_week,239475,52126,14.000690634232438,0.12046048240456898,0.0
Market Street,10,validation,persistence,239475,52126,14.000690634232438,0.15259179680006138,-0.2667373876818684
Market Street,10,validation,current_state_probability,239475,52126,14.000690634232438,0.10584155642928722,0.12135868696078933
Market Street,10,test,hour_of_week,239475,83577,12.163633535542075,0.1071396124873262,0.0
Market Street,10,test,persistence,239475,83577,12.163633535542075,0.14415449226461827,-0.34548267366256
Market Street,10,test,current_state_probability,239475,83577,12.163633535542075,0.09819259373280644,0.08350803728712508
Market Street,15,validation,hour_of_week,239472,52125,14.000959232613909,0.12046202560345617,0.0
Market Street,15,validation,persistence,239472,52125,14.000959232613909,0.18812470023980815,-0.5616929841366596
Market Street,15,validation,current_state_probability,239472,52125,14.000959232613909,0.11712040556104522,0.027740028657753824
Market Street,15,test,hour_of_week,239472,83576,12.16377907533263,0.10714093526258538,0.0
Market Street,15,test,persistence,239472,83576,12.16377907533263,0.17604336173064036,-0.6431008493549744
Market Street,15,test,current_state_probability,239472,83576,12.16377907533263,0.10731824841572596,-0.0016549524484363864
Market Street,30,validation,hour_of_week,239463,52122,14.001765089597482,0.12046735447672688,0.0
Market Street,30,validation,persistence,239463,52122,14.001765089597482,0.2167798626299835,-0.7994905223212423
Market Street,30,validation,current_state_probability,239463,52122,14.001765089597482,0.12154596944872488,-0.008953587274188601
Market Street,30,test,hour_of_week,239463,83573,12.16421571560193,0.10714469706016576,0.0
Market Street,30,test,persistence,239463,83573,12.16421571560193,0.1986407093199957,-0.8539481166151555
Market Street,30,test,current_state_probability,239463,83573,12.16421571560193,0.1094728440583304,-0.021728998840299996
Market Street,60,validation,hour_of_week,239445,52116,14.003377081894236,0.12047729610545346,0.0
Market Street,60,validation,persistence,239445,52116,14.003377081894236,0.2342466804820017,-0.944322192265721
Market Street,60,validation,current_state_probability,239445,52116,14.003377081894236,0.12144444192185623,-0.00802761887647474
Market Street,60,test,hour_of_week,239445,83567,12.165089090191104,0.10715118157387815,0.0
Market Street,60,test,persistence,239445,83567,12.165089090191104,0.20922134335323753,-0.9525808328019647
Market Street,60,test,current_state_probability,239445,83567,12.165089090191104,0.10808923585749837,-0.0087544931361625
Polk Street,5,validation,hour_of_week,216701,50123,4.750314227001576,0.0480871319981284,0.0
Polk Street,5,validation,persistence,216701,50123,4.750314227001576,0.053787682301538214,-0.11854627353595726
Polk Street,5,validation,current_state_probability,216701,50123,4.750314227001576,0.040800168932851606,0.15153665362202107
Polk Street,5,test,hour_of_week,216701,128031,5.16671743562106,0.05093112907672514,0.0
